density,name,color,hardness,luster,streak,color3
1.80,Ettringite,colorless,2-2.5,Vitreous (Glassy),,
1.80,Inderite,colorless,2.5,Vitreous (Glassy),,
1.80,Magnesioaubertite,blue,2-3,Vitreous (Glassy),,
1.81,Sinjarite,"pink, light",1.5,Vitreous - Resinous,,
1.81,Wattevilleite,white,-,Silky,,
1.82,Aubertite,azure,2-3,Vitreous (Glassy),,
1.82,Megacyclite,colorless,2,Vitreous - Dull,,
1.83,Pickeringite,colorless,1.5-2,Silky,,
1.83,Bazhenovite,"yellow, light",2,Vitreous - Pearly,,
1.83,Kurnakovite,colorless,3,Vitreous - Pearly,,
1.83,Letovicite,colorless,1-2,Vitreous (Glassy),,
1.83,Schertelite,colorless,-,Vitreous (Glassy),,
1.83,Mohrite,"green, light",2-2.5,Vitreous (Glassy),,
1.84,Halotrichite,colorless,1.5-2,Silky,,
1.84,Chvaleticeite,"green, yellow",1.5,Vitreous (Glassy),,
1.84,Nesquehonite,colorless,2.5,Vitreous - Dull,,
1.85,Mallardite,colorless,2,Vitreous (Glassy),,
1.85,Sturmanite,"yellow, greenish",2.5,Vitreous (Glassy),,
1.85,Caoxite !,colorless,2-2.5,Vitreous (Glassy),,
1.85,Hydrochlorborite,colorless,2.5,Vitreous (Glassy),,
1.87,Mcallisterite,colorless,2.5,Vitreous (Glassy),,
1.87,Bilinite,white,2,Vitreous (Glassy),,
1.87,Hexahydroborite,colorless,2.5,Vitreous (Glassy),,
1.87,Inyoite,white,2,Vitreous (Glassy),,
1.87,Lesukite !,"orange, yellowish",-,Vitreous (Glassy),,
1.87,Pascoite,"brown, yellow",2.5,Vitreous - Adamantine,,
1.88,Tincalconite,white,2,Earthy (Dull),,
1.88,Wardsmithite,colorless,2.5,Vitreous (Glassy),,
1.89,Barberiite,colorless,1,Vitreous (Glassy),,
1.89,Thaumasite,colorless,3.5,Vitreous - Silky,,
1.90,Melanterite,green,2,Vitreous (Glassy),,
1.90,Wupatkiite,"pink, light",1.5-2,Silky,,
1.90,Allophane,white,3,Waxy,,
1.90,Bieberite,"red, pinkish",2,Vitreous - Dull,,
1.90,Delvauxite,"brown, yellowish",2.5,Vitreous - Greasy,,
1.90,Fibroferrite,"gray, green",2,Silky,,
1.90,Formicaite !,white,1,Vitreous (Glassy),,
1.90,Nitrocalcite,gray,1-2,Vitreous (Glassy),,
1.90,Orschallite,colorless,4,Vitreous (Glassy),,
1.90,Pentahydrite,white,2.5,Vitreous (Glassy),,
1.90,Stratlingite,colorless,-,Vitreous (Glassy),,
1.91,Rivadavite,colorless,3.5,Vitreous (Glassy),,
1.91,Chelyabinskite *,white,3,Silky,,
1.91,Hazenite,colorless,2-2.5,Vitreous (Glassy),,
1.91,Kanonerovite !,colorless,2.5-3,Vitreous (Glassy),,
1.91,Kernite,colorless,2.5-3,Vitreous - Pearly,,
1.91,Swaknoite,white,1.5-2,Vitreous (Glassy),,
1.92,Behoite,colorless,4,Vitreous (Glassy),,
1.93,Nickelbischofite,green,1.5,Vitreous (Glassy),,
1.93,Clinobehoite,colorless,2-3,Vitreous - Pearly,,
1.93,Kribergite,white,-,Earthy (Dull),,
1.93,Rosslerite,colorless,2-3,Vitreous - Dull,,
1.93,Faujasite-Ca !,colorless,5,Vitreous (Glassy),,
1.93,Faujasite-Mg !,colorless,5,Vitreous (Glassy),,
1.93,Faujasite-Na,colorless,5,Vitreous (Glassy),,
1.93,Ferrohexahydrite,colorless,2,Vitreous (Glassy),,
1.94,Revdite,colorless,2,Vitreous - Pearly,,
1.94,Sanjuanite,white,3,Silky,,
1.95,Evansite,colorless,3.5-4,Vitreous - Pearly,,
1.95,Fullerite !,black,3.5,Vitreous - Metallic,,
1.95,Gutsevichite ?,"brown, greenish",2.5,Waxy,,
1.95,Jouravskite,"orange, green",2.5,Vitreous (Glassy),,
1.96,Ulexite,colorless,2.5,Chatoyant,,
1.96,Gaylussite,colorless,2.5,Vitreous (Glassy),,
1.96,Vashegyite,brownish,2-3,Earthy (Dull),,
1.97,Brianroulstonite !,colorless,5,Vitreous (Glassy),,
1.97,Hellyerite,"blue, light",2.5,Vitreous (Glassy),,
1.97,Moorhouseite,pink,2.5,Vitreous (Glassy),,
1.98,Boggsite,colorless,3.5,Vitreous (Glassy),,
1.98,Koenenite,colorless,1.5,Pearly,,
1.99,Sylvite,white,2.5,Vitreous - Greasy,,
1.99,Xitieshanite,green,3,Vitreous (Glassy),,
2.00,Gmelinite-K !,colorless,4,Vitreous (Glassy),,
2.00,Goslarite,blue,2-2.5,Vitreous (Glassy),,
2.00,Gowerite,colorless,3,Vitreous (Glassy),,
2.00,Hydroboracite,colorless,2,Vitreous - Silky,,
2.00,Morenosite,"green, apple",2-2.5,Vitreous (Glassy),,
2.00,Richellite,"brown, yellow",2-3,Greasy (Oily),,
2.00,Sepiolite,"white, grayish",2,Earthy (Dull),,
2.00,Slavikite,"green, yellowish",3.5,Vitreous (Glassy),,
2.00,Inderborite,colorless,3.5,Vitreous (Glassy),,
2.01,Kuzelite !,white,1.5-2,Vitreous (Glassy),,
2.01,Starkeyite,white,2-3,Earthy (Dull),,
2.01,Zaherite,white,3.5,Earthy (Dull),,
2.01,Bolivarite,"white, greenish",2.5-3.5,Vitreous (Glassy),,
2.01,Cryptohalite,colorless,2.5,Vitreous (Glassy),,
2.02,Artinite,white,2.5,Silky,,
2.02,Pentahydroborite,colorless,2.5,Vitreous (Glassy),,
2.02,Meta-aluminite,"white, snow",1-2,Silky,,
2.02,Roggianite,yellow,-,Vitreous (Glassy),,
2.02,Tschernichite,colorless,4.5,Vitreous (Glassy),,
2.02,Weddellite,colorless,4,Vitreous (Glassy),,
2.02,Zincmelanterite,green,2,Vitreous (Glassy),,
2.03,Ameghinite,colorless,2-3,Vitreous (Glassy),,
2.03,Bentorite,violet,2,Vitreous (Glassy),,
2.03,Dickthomssenite !,"brown, light golden",2.5,Vitreous (Glassy),,
2.03,Mitryaevaite !,colorless,-,Vitreous - Dull,,
2.03,Aristarainite,colorless,3.5,Vitreous (Glassy),,
2.03,Picromerite,colorless,2.5,Vitreous (Glassy),,
2.03,Bianchite,colorless,2.5,Vitreous (Glassy),,
2.03,Hannayite,yellow,2-3,Vitreous (Glassy),,
2.03,Jokokuite,"pink, light",2.5,Vitreous (Glassy),,
2.03,Minasragrite,blue,1-2,Vitreous (Glassy),,
2.04,Chlormagaluminite,colorless,1.5-2.5,Pearly,,
2.04,Biphosphammite,brown,1-2,Vitreous (Glassy),,
2.04,Tsaregorodtsevite,colorless,6,Vitreous (Glassy),,
2.05,Bayleyite,yellow,-,Vitreous - Dull,,
2.05,Botryogen,"red, hyacinth",2,Vitreous (Glassy),,
2.05,Coquimbite,"white, greenish",2,Vitreous (Glassy),,
2.05,Iquiqueite,yellow,2,Vitreous (Glassy),,
2.05,Luneburgite,white,2,Vitreous (Glassy),,
2.05,Manasseite,"white, bluish",2,Pearly,,
2.05,Melanophlogite,brown,6.5-7,Vitreous (Glassy),,
2.05,Melanophlogite-beta !,brown,6.5-7,Vitreous (Glassy),,
2.05,Mundrabillaite,colorless,1-2,Earthy (Dull),,
2.05,Nastrophite,colorless,2,Vitreous (Glassy),,
2.05,Sturtite ?,black,3-3.5,Vitreous - Greasy,,
2.05,Ezcurrite,colorless,3-3.5,Vitreous - Silky,,
2.06,Terranovaite !,colorless,-,Vitreous (Glassy),,
2.06,Amicite,colorless,5-5.5,Vitreous (Glassy),,
2.06,Hotsonite-VI,white,2.5,Silky,,
2.06,Hotsonite-VII,white,2.5,Silky,,
2.06,Hydrotalcite,colorless,2,Pearly,,
2.06,Tamarugite,colorless,3,Vitreous (Glassy),,
2.06,Woodallite !,"magenta, deep",1.5-2,Resinous - Waxy,,
2.07,Nickelhexahydrite,"green, bluish",2,Vitreous (Glassy),,
2.07,Pyroaurite,"yellow, brownish",2.5,Pearly,,
2.07,Retgersite,"green, dark",2.5,Vitreous (Glassy),,
2.07,Sulfur,yellow,1.5-2.5,Resinous,,
2.07,Walkerite !,colorless,3,Vitreous (Glassy),,
2.07,Makatite,colorless,-,Vitreous - Dull,,
2.07,Rosickyite,colorless,2-3,Adamantine,,
2.08,Teepleite,colorless,3-3.5,Vitreous - Greasy,,
2.08,Ginorite,white,3.5,Vitreous (Glassy),,
2.09,Paulingite-Ca !,colorless,5,Vitreous (Glassy),,
2.09,Nobleite,colorless,3,Vitreous - Pearly,,
2.09,Zabuyelite,colorless,3,Vitreous (Glassy),,
2.10,Uralolite,colorless,2.5,Subadamantine,,
2.10,Chabazite-Ca,colorless,4,Vitreous (Glassy),,
2.10,Chabazite-K !,colorless,4,Vitreous (Glassy),,
2.10,Chabazite-Na !,colorless,4,Vitreous (Glassy),,
2.10,Gmelinite-Ca !,white,4.5,Vitreous - Dull,,
2.10,Gmelinite-Na,white,4.5,Vitreous - Dull,,
2.10,Iowaite,"green, bluish",1.5,Greasy (Oily),,
2.10,Opal,white,5.5-6,Vitreous - Dull,,
2.10,Barbertonite,violet,1.5-2,Pearly,,
2.10,Boothite,blue,2-2.5,Vitreous - Silky,,
2.10,Copiapite,green,2.5,Pearly,,
2.10,Ferricopiapite,yellow,2.5-3,Pearly,,
2.10,Kainite,blue,3,Vitreous - Greasy,,
2.10,Lindbergite !,white,2.5,Vitreous (Glassy),,
2.10,Newberyite,colorless,3-3.5,Vitreous (Glassy),,
2.10,Rosenbergite,colorless,3-3.5,Vitreous (Glassy),,
2.10,Satimolite,"white, chalky",1-2,Earthy (Dull),,
2.10,Tschortnerite !,"blue, light",4.5,Vitreous (Glassy),,
2.11,Niter,colorless,2,Vitreous (Glassy),,
2.11,Mazzite-Mg,colorless,4-5,Vitreous (Glassy),,
2.11,Erionite-Ca !,white,3.5-4,Vitreous - Silky,,
2.11,Erionite-K !,white,3.5-4,Vitreous - Silky,,
2.11,Erionite-Na,white,3.5-4,Vitreous - Silky,,
2.11,Paracoquimbite,"violet, light",2.5,Vitreous (Glassy),,
2.11,Peisleyite,white,3,Earthy (Dull),,
2.11,Sjogrenite,white,2.5,Vitreous - Waxy,,
2.12,Kaliborite,colorless,4-4.5,Vitreous (Glassy),,
2.12,Minguzzite,green,-,Vitreous (Glassy),,
2.12,Basaluminite ?,white,1.5,Earthy (Dull),,
2.12,Carboborite,colorless,2,Vitreous (Glassy),,
2.12,Direnzoite !,white,4.5,Vitreous (Glassy),,
2.12,Herschelite ?,colorless,4-5,Vitreous (Glassy),,
2.12,Meyerhofferite,colorless,2,Vitreous - Silky,,
2.12,Mountkeithite,white,2,Pearly,,
2.13,Cuprocopiapite,"yellow, greenish",2.5-3,Pearly,,
2.13,Levyne-Ca,white,4-4.5,Vitreous (Glassy),,
2.13,Levyne-Na !,white,4-4.5,Vitreous (Glassy),,
2.13,Magnesiocopiapite,"yellow, green",2.5-3,Pearly,,
2.13,Mordenite,colorless,5,Vitreous - Silky,,
2.13,Stellerite,white,4.5,Vitreous (Glassy),,
2.13,Barrerite,white,3-4,Vitreous (Glassy),,
2.13,Desautelsite,"orange, bright",2,Pearly,,
2.13,Offretite,colorless,4-4.5,Vitreous (Glassy),,
2.14,Trona,colorless,2.5,Vitreous (Glassy),,
2.14,Brugnatellite,"white, brown",2,Vitreous - Pearly,,
2.14,Cowlesite,colorless,5-5.5,Vitreous - Greasy,,
2.14,Frolovite,"white, gray",3.5,Earthy (Dull),,
2.14,Gottardiite !,colorless,-,Vitreous (Glassy),,
2.14,Mutinaite !,colorless,-,Vitreous - Silky,,
2.14,Perlialite,"white, pearl",4-5,Pearly,,
2.14,Probertite,colorless,3.5,Vitreous (Glassy),,
2.14,Quenstedtite,white,2.5,Vitreous (Glassy),,
2.14,Quintinite-2H,colorless,2,Vitreous (Glassy),,
2.14,Quintinite-3T,colorless,2,Vitreous (Glassy),,
2.15,Ferrierite-K !,colorless,3-3.5,Vitreous - Silky,,
2.15,Ferrierite-Mg,colorless,3-3.5,Vitreous - Silky,,
2.15,Ferrierite-Na !,colorless,3-3.5,Vitreous - Silky,,
2.15,Gobbinsite,"white, lemon",4,Vitreous (Glassy),,
2.15,Teruggite,colorless,2.5,Vitreous (Glassy),,
2.15,Beidellite,white,1-2,Earthy (Dull),,
2.15,Chrysocolla,green,2.5-3.5,Vitreous - Dull,,
2.15,Dypingite,white,-,Pearly,,
2.15,Hydrocalumite,colorless,3,Vitreous - Pearly,,
2.15,Micheelsenite !,colorless,3.5-4,Vitreous (Glassy),,
2.15,Romerite,brown,3-3.5,Vitreous - Resinous,,
2.15,Vertumnite,colorless,5,Vitreous (Glassy),,
2.15,Weinebeneite,colorless,3-4,Vitreous (Glassy),,
2.15,Clinoptilolite-Ca !,white,3.5-4,Vitreous (Glassy),,
2.15,Clinoptilolite-K,colorless,3.5-4,Vitreous (Glassy),,
2.15,Clinoptilolite-Na !,white,3.5-4,Vitreous (Glassy),,
2.15,Garronite,colorless,4-5,Vitreous (Glassy),,
2.15,Palygorskite,white,2-2.5,Earthy (Dull),,
2.15,Siderotil,yellowish,2.5,Vitreous (Glassy),,
2.15,Stilbite-Ca,white,3.5-4,Vitreous - Pearly,,
2.15,Stilbite-Na !,white,3.5-4,Vitreous - Pearly,,
2.15,Bararite,white,2.5,Vitreous (Glassy),,
2.16,Chabazite-Sr !,colorless,4-4.5,Vitreous (Glassy),,
2.16,Dachiardite-Na,colorless,4-5,Vitreous - Greasy,,
2.16,Nabesite !,colorless,5-6,Vitreous (Glassy),,
2.16,Phosphovanadylite !,"blue, light greenish",-,Vitreous (Glassy),,
2.16,Douglasite,"red, brown",-,Vitreous (Glassy),,
2.16,Paulingite-K,colorless,5,Vitreous - Greasy,,
2.16,Paulingite-Na !,colorless,5,Vitreous - Greasy,,
2.17,Loughlinite,"white, pearl",-,Silky,,
2.17,Hydrodelhayelite,white,4,Vitreous (Glassy),,
2.17,Kalicinite,colorless,1-2,Vitreous (Glassy),,
2.17,Halite,white,2.5,Vitreous (Glassy),,
2.17,Kremersite,"red, brown",-,Vitreous (Glassy),,
2.18,Dachiardite-Ca,white,4-4.5,Vitreous - Silky,,
2.18,Fluellite,"yellow, golden",3,Vitreous (Glassy),,
2.18,Hydromagnesite,colorless,3.5,Silky,,
2.18,Willhendersonite,colorless,3,Vitreous (Glassy),,
2.18,Zincocopiapite,"green, yellow",2,Vitreous (Glassy),,
2.19,Tyretskite,brownish,5,Vitreous (Glassy),,
2.19,Amarillite,"yellow, greenish",2.5-3,Vitreous - Adamantine,,
2.19,Dittmarite,colorless,5,Vitreous (Glassy),,
2.20,Bobierrite,colorless,2-2.5,Vitreous (Glassy),,
2.20,Rozenite,colorless,2-3,Earthy (Dull),,
2.20,Beryllite,white,1,Silky,,
2.20,Bellbergite,colorless,5,Vitreous (Glassy),,
2.20,Berborite,colorless,3,Vitreous (Glassy),,
2.20,Caichengyunite !,"white, grayish",1.5-2,Vitreous - Silky,,
2.20,Diadochite,yellow,3-3.5,Waxy,,
2.20,Heulandite-Ca,white,3-3.5,Vitreous - Pearly,,
2.20,Heulandite-K !,white,3-3.5,Vitreous - Pearly,,
2.20,Heulandite-Na !,white,3-3.5,Vitreous - Pearly,,
2.20,Heulandite-Sr !,white,3-3.5,Vitreous - Pearly,,
2.20,Hohmannite,brown,3,Vitreous (Glassy),,
2.20,Ilmajokite,"yellow, bright",1,Vitreous (Glassy),,
2.20,Phillipsite-Ca !,white,4-5,Vitreous (Glassy),,
2.20,Phillipsite-K !,white,4-5,Vitreous (Glassy),,
2.20,Phillipsite-Na,white,4-5,Vitreous (Glassy),,
2.20,Rosieresite,yellow,3-3.5,Vitreous - Pearly,,
2.20,Spadaite,colorless,2.5,Vitreous - Dull,,
2.20,Stichtite,lilac,1.5-2,Vitreous (Glassy),,
2.20,Viseite,"white, bluish",3-4,Vitreous (Glassy),,
2.20,Leonite,colorless,2.5-3,Vitreous - Waxy,,
2.20,Zincobotryogen,"red, orange",2.5,Vitreous - Greasy,,
2.20,Darapskite,colorless,2.5,Vitreous (Glassy),,
2.21,Merlinoite,colorless,4.5,Vitreous (Glassy),,
2.21,Lishizhenite,"brown, yellow",3.5,Vitreous (Glassy),,
2.21,Chalcanthite,green,2.5,Vitreous (Glassy),,
2.21,Chessexite,white,-,Silky,,
2.21,Goosecreekite,colorless,4.5,Vitreous (Glassy),,
2.21,Grumantite,white,4-5,Vitreous - Silky,,
2.21,Karchevskyite !,white,2,Vitreous - Pearly,,
2.21,Nahcolite,colorless,2.5,Vitreous - Resinous,,
2.21,Olshanskyite,colorless,4,Vitreous (Glassy),,
2.21,Paranatrolite,colorless,5-5.5,Vitreous - Greasy,,
2.21,Pringleite,colorless,3-4,Vitreous (Glassy),,
2.21,Rapidcreekite,colorless,2,Vitreous (Glassy),,
2.21,Ruitenbergite,colorless,3-4,Vitreous (Glassy),,
2.21,Tuzlaite,colorless,2-3,Silky - Pearly,,
2.22,Whewellite,brownish,2.5-3,Vitreous - Pearly,,
2.22,Calciocopiapite,"yellow, brownish",2.5-3,Pearly,,
2.22,Hydrophilite ?,white,-,Vitreous - Greasy,,
2.22,Lanmuchangite !,"yellow, light",3-3.5,Vitreous (Glassy),,
2.22,Lannonite,white,2,Earthy (Dull),,
2.22,Mcauslanite,colorless,3.5,Vitreous - Silky,,
2.22,Cyanochroite,"blue, green",2-2.5,Vitreous (Glassy),,
2.23,Alumohydrocalcite,"white, chalky",2.5,Vitreous (Glassy),,
2.23,Gordonite,colorless,3.5,Vitreous - Pearly,,
2.23,Nekoite,"white, pearl",-,Pearly,,
2.23,Portlandite,colorless,2.5-3,Pearly,,
2.23,Rhomboclase,bluish,2,Vitreous - Pearly,,
2.23,Yugawaralite,colorless,4.5,Vitreous (Glassy),,
2.24,Amarantite,"red, brown",2.5,Vitreous (Glassy),,
2.24,Canaphite,colorless,2,Vitreous (Glassy),,
2.24,Endellite !,blue,1-2,Earthy (Dull),,
2.24,Silinaite,colorless,4.5,Vitreous - Dull,,
2.25,Epistilbite,white,4-5,Vitreous (Glassy),,
2.25,Natrolite,white,5.5-6,Vitreous - Silky,,
2.25,Sideronatrite,yellow,1.5-2,Vitreous - Dull,,
2.25,Strontioginorite,colorless,2-3,Greasy (Oily),,
2.25,Volkonskoite,yellow,1.5-2,Resinous,,
2.25,Humberstonite,colorless,2.5,Vitreous (Glassy),,
2.26,Thermonatrite,colorless,1,Vitreous - Dull,,
2.26,Cavansite,"blue, greenish",3-4,Vitreous (Glassy),,
2.26,Gismondine,"white, blue",4-5,Vitreous (Glassy),,
2.26,Penobsquisite !,"yellow, pale",3,Vitreous (Glassy),,
2.26,Wairakite,colorless,5.5-6,Vitreous - Dull,,
2.26,Ilesite,green,2-3,Vitreous (Glassy),,
2.27,Nitratine,colorless,1.5-2,Vitreous (Glassy),,
2.27,Cristobalite,"gray, blue",6.5,Vitreous (Glassy),,
2.27,Macdonaldite,colorless,3.5-4,Vitreous - Silky,,
2.27,Sinkankasite,colorless,4,Vitreous - Dull,,
2.27,Wheatleyite,blue,1-2,Vitreous (Glassy),,
2.28,Hydrobasaluminite,white,-,Earthy (Dull),,
2.28,Sergeevite,white,3.5,Earthy (Dull),,
2.28,Bikitaite,colorless,6,Vitreous (Glassy),,
2.28,Humboldtine,"yellow, brownish",1.5-2,Earthy (Dull),,
2.28,Pahasapaite,colorless,4.5,Vitreous (Glassy),,
2.28,Phaunouxite,colorless,-,Vitreous (Glassy),,
2.28,Tetranatrolite ?,white,5,Vitreous - Dull,,
2.28,Scolecite,brownish,5-5.5,Vitreous - Silky,,
2.29,Tacharanite,white,5,Earthy (Dull),,
2.29,Ungemachite,colorless,2.5,Vitreous (Glassy),,
2.29,Ammonioleucite,white,5.5-6,Vitreous - Resinous,,
2.29,Chalcoalumite,blue,2.5,Vitreous - Dull,,
2.29,Lemoynite,"white, yellowish",4,Vitreous (Glassy),,
2.29,Pinnoite,colorless,3.5,Vitreous (Glassy),,
2.29,Sodalite,"blue, azure",6,Vitreous - Greasy,,
2.29,Vitimite !,white,1.5,Vitreous (Glassy),,
2.30,Analcime,white,5,Vitreous (Glassy),,
2.30,Ardealite,"yellow, light",1-1.5,Earthy (Dull),,
2.30,Gonnardite,white,4-5,Vitreous (Glassy),,
2.30,Gypsum,white,2,Pearly,,
2.30,Laumontite,brownish,3.5-4,Vitreous (Glassy),,
2.30,Mesolite,white,5,Vitreous - Silky,,
2.30,Nabaphite,colorless,2,Vitreous - Dull,,
2.30,Nontronite,"yellow, greenish",1.5-2,Earthy (Dull),,
2.30,Rinneite,colorless,3,Vitreous - Adamantine,,
2.30,Saponite,white,1.5-2,Earthy (Dull),,
2.30,Thomasclarkite-(Y) !,white,2-3,Vitreous (Glassy),,
2.30,Vantasselite,"white, pearl",2-2.5,Greasy (Oily),,
2.31,Tridymite,colorless,6.5-7,Vitreous (Glassy),,
2.31,Volkovskite,colorless,2.5,Vitreous (Glassy),,
2.31,Kornelite,"pink, pale rose",-,Silky,,
2.31,Chlormanganokalite,yellow,2.5,Vitreous - Greasy,,
2.31,Griffithite *,"green, dark",1,Vitreous - Dull,,
2.31,Mantienneite,"brown, yellow",3,Vitreous (Glassy),,
2.31,Studenitsite,colorless,5.5-6,Vitreous (Glassy),,
2.31,Varennesite,"yellow, pale brownish",4,Vitreous (Glassy),,
2.32,Okenite,white,5,Pearly,,
2.32,Buddingtonite,colorless,5.5,Vitreous - Dull,,
2.32,Hydroxycancrinite,colorless,6,Vitreous (Glassy),,
2.32,Matveevite ?,colorless,2.5,Vitreous - Pearly,,
2.32,Misenite,colorless,-,Silky - Pearly,,
2.32,Natroxalate !,colorless,3,Vitreous (Glassy),,
2.33,Jennite,white,3.5,Vitreous (Glassy),,
2.33,Kalifersite !,"pink, brownish",2,Silky,,
2.33,Brushite,colorless,2.5,Vitreous - Pearly,,
2.33,Aplowite,pink,3,Vitreous (Glassy),,
2.33,Hydrowoodwardite !,blue,-,Vitreous (Glassy),,
2.33,Lovdarite,colorless,5-6,Vitreous (Glassy),,
2.33,Matulaite,colorless,1,Pearly,,
2.33,Mercallite,colorless,-,Vitreous (Glassy),,
2.33,Nikischerite !,green,2,Earthy (Dull),,
2.33,Pentagonite,"blue, greenish",3-4,Vitreous (Glassy),,
2.34,Quadridavyne,colorless,5,Vitreous (Glassy),,
2.34,Chukhrovite-(Y),colorless,3,Vitreous - Pearly,,
2.34,Arnhemite *,white,-,Pearly,,
2.34,Bukovskyite,"yellow, light",5,Vitreous - Dull,,
2.34,Montesommaite,colorless,-,Vitreous (Glassy),,
2.34,Wegscheiderite,colorless,2.5-3,Vitreous (Glassy),,
2.34,Tatarskite,colorless,2.5,Vitreous - Pearly,,
2.35,Metavauxite,colorless,3,Vitreous (Glassy),,
2.35,Apophyllite-(KF),white,4-5,Vitreous - Pearly,,
2.35,Apophyllite-(KOH),white,4-5,Vitreous - Pearly,,
2.35,Apophyllite-(NaF),white,4-5,Vitreous - Pearly,,
2.35,Apophyllite *,white,4-5,Vitreous - Pearly,,
2.35,Gibbsite,bluish,2.5-3,Vitreous - Pearly,,
2.35,Nosean,white,5.5-6,Vitreous - Greasy,,
2.35,Thomsonite-Ca,colorless,5-5.5,Vitreous (Glassy),,
2.35,Vanalite,"yellow, light",-,Vitreous - Waxy,,
2.35,Wavellite,blue,3.5-4,Vitreous - Pearly,,
2.35,Alloriite !,colorless,5,Vitreous (Glassy),,
2.35,Ertixiite,colorless,5.8-6.5,Vitreous (Glassy),,
2.35,Felsobanyaite,colorless,1.5,Vitreous - Pearly,,
2.35,Giuseppettite,"blue, light violet",6-7,Vitreous (Glassy),,
2.35,Heulandite-Ba !,colorelss,3.5,Vitreous - Pearly,,
2.35,Kastningite !,white,1-2,Vitreous (Glassy),,
2.35,Montmorillonite,white,1.5-2,Earthy (Dull),,
2.35,Pirssonite,colorless,3,Vitreous (Glassy),,
2.35,Sigloite,brown,3,Vitreous - Pearly,,
2.35,Truscottite,white,-,Pearly,,
2.35,Vlodavetsite !,colorless,-,Vitreous (Glassy),,
2.36,Raite,brown,3,Vitreous - Silky,,
2.36,Belyankinite,yellow,2-3,Vitreous - Greasy,,
2.36,Foshagite,"white, snow",-,Silky,,
2.36,Mangangordonite,colorless,3,Vitreous (Glassy),,
2.36,Mereiterite !,"yellow, pale",2.5-3,Vitreous - Greasy,,
2.36,Mountainite,white,-,Silky,,
2.36,Nifontovite,colorless,3.5,Vitreous (Glassy),,
2.36,Paravauxite,colorless,3,Vitreous - Pearly,,
2.36,Paulkerrite,colorless,3,Vitreous (Glassy),,
2.36,Rhodesite,"white, silky",3-4,Silky,,
2.36,Tugtupite,white,4,Vitreous - Greasy,,
2.36,Zorite,pink,3-4,Vitreous (Glassy),,
2.37,Loweite,colorless,2.5-3,Vitreous (Glassy),,
2.37,Pitiglianoite,colorless,5,Vitreous (Glassy),,
2.37,Sanderite,white,-,Vitreous (Glassy),,
2.37,Vishnevite,colorless,5-6,Vitreous - Pearly,,
2.37,Erythrosiderite,"red, brown",-,Vitreous (Glassy),,
2.37,Hambergite,colorless,7.5,Vitreous - Dull,,
2.38,Coalingite,"brown, bronze",1-2,Resinous,,
2.38,Lasalite !,yellow,1,Vitreous (Glassy),,
2.38,Monohydrocalcite,gray,2-3,Earthy (Dull),,
2.38,Northupite,brownish,3.5-4,Vitreous (Glassy),,
2.38,Novgorodovaite !,colorless,2.5,Vitreous (Glassy),,
2.38,Ushkovite,brown,3.5,Vitreous - Pearly,,
2.39,Gravegliaite,colorless,-,Vitreous (Glassy),,
2.39,Huemulite,yellow,2.5-3,Vitreous - Dull,,
2.40,Brucite,blue,2.5-3,Vitreous - Pearly,,
2.40,Ammonioalunite,"white, gray",2-3,Vitreous (Glassy),,
2.40,Amstallite,colorless,4,Vitreous (Glassy),,
2.40,Benyacarite,yellow,2.5-3,Vitreous (Glassy),,
2.40,Camgasite,colorless,2,Vitreous (Glassy),,
2.40,Cancrisilite,colorless,5,Vitreous (Glassy),,
2.40,Glaucocerinite,white,1,Waxy,,
2.40,Koninckite,yellow,3.5-4,Vitreous (Glassy),,
2.40,Lazurite,blue,5.5,Vitreous - Dull,,
2.40,Satpaevite,"yellow, greenish",1.5,Pearly,,
2.40,Tunellite,colorless,2.5,Vitreous - Pearly,,
2.40,Vauxite,"blue, sky",3.5,Vitreous (Glassy),,
2.41,Marinellite !,colorless,5.5,Vitreous (Glassy),,
2.41,Boyleite,white,2,Vitreous - Dull,,
2.41,Chivruaiite !,"pink, pale",3,Vitreous (Glassy),,
2.41,Liebigite,green,2.5-3,Vitreous - Pearly,,
2.42,Mitscherlichite,green,2.5,Vitreous (Glassy),,
2.42,Chukhrovite-(Nd) !,colorless,3.5-4,Vitreous - Greasy,,
2.42,Colemanite,colorless,4.5,Vitreous (Glassy),,
2.42,Dawsonite,colorless,3,Vitreous - Silky,,
2.42,Intersilite !,yellow,3-4,Vitreous - Greasy,,
2.42,Monteregianite-(Y),colorless,3.5,Vitreous - Silky,,
2.42,Nordstrandite,beige,3,Vitreous - Pearly,,
2.42,Partheite,white,4,Vitreous (Glassy),,
2.42,Priceite,white,3-3.5,Earthy (Dull),,
2.42,Sacrofanite,colorless,5.5-6,Vitreous (Glassy),,
2.42,Santabarbaraite !,"brown, light",-,Vitreous - Greasy,,
2.42,Tiettaite,colorless,3,Vitreous - Silky,,
2.42,Tosudite,azure,1-2,Vitreous (Glassy),,
2.43,Petalite,colorless,6-6.5,Vitreous - Pearly,,
2.43,Bystrite,yellow,5,Vitreous (Glassy),,
2.43,Juonniite !,colorless,4-4.5,Vitreous (Glassy),,
2.43,Magnesiopascoite !,"orange, bright",2.5,Adamantine,,
2.43,Munirite,"white, pearl",1-2,Pearly,,
2.43,Panichiite !,colorless,-,Vitreous (Glassy),,
2.43,Sulphohalite,colorless,3.5,Vitreous - Greasy,,
